Identifier,Title,Description,Currency,Amount Applied For,Amount Awarded,Amount Disbursed,Award Date,URL,Planned Dates:Start Date,Planned Dates:End Date,Planned Dates:Duration (months),Recipient Org:Identifier,Recipient Org:Name,Recipient Org:Charity Number,Recipient Org:Company Number,Recipient Org:Street Address,Recipient Org:City,Recipient Org:County,Recipient Org:Country,Recipient Org:Postal Code,Recipient Org:Description,Recipient Org:Web Address,Beneficiary Location:Name,Beneficiary Location:Country Code,Beneficiary Location:Latitude,Beneficiary Location:Longitude,Beneficiary Location:Geographic Code,Beneficiary Location:Geographic Code Type,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Code,Grant Programme:Title,Grant Programme:URL,From an open call?,Related Activity,Last modified,Data Source
360G-traffordmbc-VSG19034,Inclusive Neighbourhood Grant to LEAF- Language Library,"More sessions to support mental and physical well-being, celebrate cultural diversity and build community cohesion.",GBP,NA,1910,NA,2019-03-31,NA,NA,NA,12,360G-trafford-leaf_language_library,LEAF- Language Library,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19035,Inclusive Neighbourhood Grant to National Trust,Redbrook Revive,GBP,NA,1000,NA,2019-03-31,NA,NA,NA,12,GB-CHC-205846,National Trust,205846,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19036,Inclusive Neighbourhood Grant to Old Trafford Royal British Legion,Armed Forces Family Fun Day,GBP,NA,500,NA,2019-03-31,NA,NA,NA,12,360G-trafford-old_trafford_royal_british_legion,Old Trafford Royal British Legion,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19037,Inclusive Neighbourhood Grant to Positive Partington,Wildflower Meadow,GBP,NA,1050.5,NA,2019-03-31,NA,NA,NA,12,360G-trafford-positive_partington,Positive Partington,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19038,Inclusive Neighbourhood Grant to St John's Centre,30 women will attend at least 10 exercise sessions over a year,GBP,NA,1200,NA,2019-03-31,NA,NA,NA,12,GB-COH-07597525,St John's Centre,1146058,07597525,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19039,Inclusive Neighbourhood Grant to St. Michael's Church,Spring Fete,GBP,NA,500,NA,2019-03-31,NA,NA,NA,12,GB-CHC-1151390,St. Michael's Church,1151390,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19040,Inclusive Neighbourhood Grant to The Hideaway,We want to run a free pilot 'drop-in' session for families in M31 who have children 3 years and under. This will be marketed as a free Hideaway session exclusively for local families to come and enjoy the facilities,GBP,NA,446.98,NA,2019-03-31,NA,NA,NA,12,GB-COH-10778009,The Hideaway,NA,10778009,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19041,Inclusive Neighbourhood Grant to The Hideaway,Special sessions run at The Hideaway every week for parents or carers who are feeling isolated or unsupported.,GBP,NA,1778.64,NA,2019-03-31,NA,NA,NA,12,GB-COH-10778009,The Hideaway,NA,10778009,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19042,Inclusive Neighbourhood Grant to Theatre of the Senses,"Our project will deliver 72 drama workshops and yoga sessions, and will be conducted in partnership with Arts and Minds who will deliver 40 painting sessions",GBP,NA,2000,NA,2019-03-31,NA,NA,NA,12,GB-COH-12201647,Theatre of the Senses,NA,12201647,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19043,Inclusive Neighbourhood Grant to Urmston in Bloom,"Purchase two sets of replaceable liners for the barrier baskets,",GBP,NA,1168,NA,2019-03-31,NA,NA,NA,12,360G-trafford-urmston_in_bloom,Urmston in Bloom,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19044,Inclusive Neighbourhood Grant to Warburton Village committee,Family Funday/ Raising money,GBP,NA,250,NA,2019-03-31,NA,NA,NA,12,360G-trafford-warburton_village_committee,Warburton Village committee,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19045,Inclusive Neighbourhood Grant to Willows Primary School PTA,"We want to make a communal space for people within our community to be able to relax, reflect and meet.",GBP,NA,1850,NA,2019-03-31,NA,NA,NA,12,360G-trafford-willows_primary_school_pta,Willows Primary School PTA,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19046,Inclusive Neighbourhood Grant to Charisma Stars Dance Troupe,"Looking to fund the dancers, costumes, music and some vital transportation",GBP,NA,2000,NA,2019-05-31,NA,NA,NA,12,360G-trafford-charisma_stars_dance_group,Charisma Stars Dance Group,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19047,Del Panno Grant to Collaborative Women,Continue the delivery of our Community Engagement program.,GBP,NA,9662.5,NA,2019-05-31,NA,NA,NA,12,GB-COH-09085624,Collaborative Women UK CIC,NA,09085624,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19048,Inclusive Neighbourhood Grant to Friends of Moor Nook Park,"Our immediate aim is to provide an enjoyable, value-for-money day out, encouraging different sectors of the community and different generations to come together in a shared community space.",GBP,NA,500,NA,2019-05-31,NA,NA,NA,12,360G-trafford-friends_of_moor_nook_park,Friends of Moor Nook Park,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19049,"Inclusive Neighbourhood Grant to Friends of Victoria Park, Stretford","Stretford Shedders is part of the UK wide Men in Sheds Association and will be run out of Victoria Park, Stretford by the Friends of Victoria Park.",GBP,NA,2000,NA,2019-05-31,NA,NA,NA,12,GB-CHC-1179731,"Friends of Victoria Park, Stretford",1179731,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19050,Del Panno Grant to Irish Community Care,Funding to add value to the group and to ensure its sustainability.,GBP,NA,5920,NA,2019-05-31,NA,NA,NA,12,GB-COH-09877345,Irish Community Care,1169291,09877345,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19051,Inclusive Neighbourhood Grant to MaD Theatre Company,"One-day domestic abuse event at LCC Club  on 25 Sep 2019,  aimed at getting providers of domestic abuse support services in Trafford from 'knowing of' each other to 'knowing' each other and being more ready to work collaboratively.",GBP,NA,480,NA,2019-05-31,NA,NA,NA,12,GB-CHC-1143209,MaD Theatre Company,1143209,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19052,Del Panno Grant to MS Thereapy (NW),To provide one hour workshops.,GBP,NA,2160,NA,2019-05-31,NA,NA,NA,12,GB-COH-04501975,The Multiple Sclerosis Therapy Centre (NW),1095695,04501975,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19053,Inclusive Neighbourhood Grant to Old Trafford Amateur Gardeners Society (OTAGS),The main aim of this project is to increase engagement between OTAGS members and between OTAGS and the wider community by creating an inviting and practical meeting and catering space in the existing pavilion,GBP,NA,2000,NA,2019-05-31,NA,NA,NA,12,360G-trafford-old_trafford_amateur_gardeners_society_otags,Old Trafford Amateur Gardeners Society (OTAGS),NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19054,Del Panno Grant to OT Heritage & History,"We aim to capture, share, explore and celebrate the heritage of local older people.",GBP,NA,1800,NA,2019-05-31,NA,NA,NA,12,360G-trafford-old_trafford_heritage_and_history_group,Old Trafford Heritage and History group,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19055,Inclusive Neighbourhood Grant to Princess Road Street Party committee,Street Party,GBP,NA,250,NA,2019-05-31,NA,NA,NA,12,360G-trafford-princess_road_street_party_committee,Princess Road Street Party committee,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19056,Inclusive Neighbourhood Grant to Sale Moor Community Partnership,"Art therapy sessions for BME adults with mental, social or other difficulties. However, if individuals from non BME communities will show interest in joining group they will be included.",GBP,NA,2000,NA,2019-05-31,NA,NA,NA,12,GB-COH-05465848,Sale Moor Community Partnership,NA,05465848,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19057,Del Panno Grant to Seed Studios,"Seed Studios will commission an experienced facilitator, for the project History in the Making.",GBP,NA,1250,NA,2019-05-31,NA,NA,NA,12,GB-CHC-1172658,Seed Studios,1172658,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19058,Inclusive Neighbourhood Grant to SKILLZ FC,Skillz FC wish to run a holiday club for young people aged 5-16 during the 2019 school summer holidays,GBP,NA,500,NA,2019-05-31,NA,NA,NA,12,360G-trafford-skillz_fc,SKILLZ FC,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19059,Del Panno Grant to Theatre of the Senses,The project will provide new fields of opportunities for volunteers to take on a range of roles and responsibilities.,GBP,NA,2184,NA,2019-05-31,NA,NA,NA,12,GB-COH-12201647,Theatre of the Senses,NA,12201647,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19060,Inclusive Neighbourhood Grant to Trafford Domestic Abuse Services,"The project that we wish to be funded is the Healing Hearts women's group which was set up to support vulnerable women, especially those from hard to reach communities, who have or are experiencing domestic abuse.",GBP,NA,1904.53,NA,2019-05-31,NA,NA,NA,12,GB-CHC-1120983,Trafford Domestic Abuse Services,1120983,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19061,Inclusive Neighbourhood Grant to Altrincham College Parental Association,Host a 'Multicultural and Diversity day' for pupils at Altrincham College,GBP,NA,500,NA,2019-08-13,NA,NA,NA,12,360G-trafford-altrincham_college_pta,Altrincham College PTA,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19062,Inclusive Neighbourhood Grant to Collaborative Women UK CIC,The Collaborative Women Community - no woman living in distress,GBP,NA,2000,NA,2019-08-13,NA,NA,NA,12,GB-COH-09085624,Collaborative Women UK CIC,NA,09085624,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19063,Inclusive Neighbourhood Grant to  Community Revival UK(LTD),"Let's Talk Well Being"" workshops would offer practical and socialising opportunities for 20-25 BME women who are hard to reach with low English language skills and qualifications.",GBP,NA,1900,NA,2019-08-13,NA,NA,NA,12,GB-COH-05674292,Community Revival UK(LTD),NA,05674292,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19064,Inclusive Neighbourhood Grant to Everyone Can,Host an extra special gaming session for the disabled children that attend our gaming sessions at our Technology & Gaming Centre in Sale.,GBP,NA,500,NA,2019-08-13,NA,NA,NA,12,GB-CHC-1053961,Everyone Can,1053961,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19065,Inclusive Neighbourhood Grant to friends for life,Christmas card exchange scheme - to help everyone feel valued during the festive season,GBP,NA,406,NA,2019-08-13,NA,NA,NA,12,360G-trafford-friends_for_life,friends for life,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19066,Inclusive Neighbourhood Grant to Friends of Seymour Park,Funding to maintain cleaner park initative,GBP,NA,550,NA,2019-08-13,NA,NA,NA,12,360G-trafford-friends_of_seymour_park,Friends of Seymour Park,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19067,Inclusive Neighbourhood Grant to Friends Of Urmston Station ( FOURS),Two project in 2020. Floral Display and Schools Artwork,GBP,NA,2000,NA,2019-08-13,NA,NA,NA,12,360G-trafford-friends_of_urmston_station_fours,Friends Of Urmston Station (FOURS),NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19068,Inclusive Neighbourhood Grant to Kids in Space CIC,Encourages children and young people to learn about what has been so far achieved relating to exploring the Earth's Moon since the manned landing 50 years ago.,GBP,NA,1890,NA,2019-08-13,NA,NA,NA,12,GB-COH-09284707,Kids in Space CIC,NA,09284707,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19069,Inclusive Neighbourhood Grant to  Old Trafford Drone Club,"Aims to provide a safe environment whereby vulnerable young people can learn to expand their horizons, skills and employment prospects.",GBP,NA,1995.2,NA,2019-08-13,NA,NA,NA,12,360G-trafford-old_trafford_drone_club,Old Trafford Drone Club,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19070,Inclusive Neighbourhood Grant to Pegasus Riding for the Disabled,Replenish our stock of personalised T-shirts and sweatshirts for our volunteers and riders to wear during our sessions and when representing Pegasus RDA at events or for fundraising purposes.,GBP,NA,752.02,NA,2019-08-13,NA,NA,NA,12,GB-CHC-1171377,Pegasus Riding for the Disabled,1171377,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19071,Inclusive Neighbourhood Grant to Ryebank Trafford Residents Association,"We want to tidy and improve the rough ground at the end of Ryebank Road, Firswood, provide seating etc.",GBP,NA,2000,NA,2019-08-13,NA,NA,NA,12,360G-trafford-ryebank_trafford_residents_association,Ryebank Trafford Residents Association,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19072,Inclusive Neighbourhood Grant to Social Lites WI,Christmas Concert,GBP,NA,450,NA,2019-08-13,NA,NA,NA,12,360G-trafford-social_lites_wi,Social Lites WI,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19073,Inclusive Neighbourhood Grant to St Hilda's Church - ESOL groups,Provide all learners with some basic equipment to aid their learning.,GBP,NA,1821,NA,2019-08-13,NA,NA,NA,12,360G-trafford-st_hilda's_church_-_esol_groups,St Hilda's Church - ESOL groups,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19074,Inclusive Neighbourhood Grant to Stories of Care,"Through a participatory-led and ring-fenced writing programme, we will recruit a team of young writers and support them to tell their own short fictionalized stories, which will result in two public showcases and a new children's anthology.",GBP,NA,2000,NA,2019-08-13,NA,NA,NA,12,360G-trafford-stories_of_care,Stories of Care,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19075,Inclusive Neighbourhood Grant to Strike Soccer School,Offering Weekend Football Coaching Soccer School session for 5-12yrs.,GBP,NA,370,NA,2019-08-13,NA,NA,NA,12,360G-trafford-strike_soccer_school,Strike Soccer School,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19076,Inclusive Neighbourhood Grant to The Friends Of Walkden Gardens,Community Carols Around The Dovecote,GBP,NA,500,NA,2019-08-13,NA,NA,NA,12,360G-trafford-friends_of_walkden_gardens,The Friends Of Walkden Gardens,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2023-09-04T15:29:45Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19077,Inclusive Neighbourhood Grant to Bridging the Gap (Manchester),"Holiday Hunger: Supporting Old Trafford families through provision of around 100 Christmas Hampers and food parcels, providing around 900 meals for local families in need.",GBP,NA,1166.5,NA,2019-10-17,NA,NA,NA,12,GB-CHC-1170952,Bridging the Gap (Manchester),1170952,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19078,"Inclusive Neighbourhood Grant to Flixton, Urmston and Davyhulme Carnival","Flixton, Urmston and Davyhulme Carnival Funday",GBP,NA,500,NA,2019-10-17,NA,NA,NA,12,360G-trafford-flixton_urmston_and_davyhulme_carnival,"Flixton, Urmston and Davyhulme Carnival",NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19079,Inclusive Neighbourhood Grant to Friends of Hullard Park,The Hullard Park Bee Project,GBP,NA,2000,NA,2019-10-17,NA,NA,NA,12,360G-trafford-friends_of_hullard_park,Friends of Hullard Park,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19080,Inclusive Neighbourhood Grant to G-Force,To establish a weekly Community Art and Social Therapy Class in Oldfield Brow,GBP,NA,2000,NA,2019-10-17,NA,NA,NA,12,GB-CHC-1110767,G-Force,1110767,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19081,Inclusive Neighbourhood Grant to Kids in Space CIC,Aims to let children and young people learn about what has been so far achieved related to exploring the Earth's Moon since the manned landing 50 years ago.,GBP,NA,2000,NA,2019-10-17,NA,NA,NA,12,GB-COH-09284707,Kids in Space CIC,NA,09284707,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
360G-traffordmbc-VSG19082,Inclusive Neighbourhood Grant to Love Partington project (under People's Church Partington),Love Partington Fun Day,GBP,NA,500,NA,2019-10-17,NA,NA,NA,12,360G-trafford-love_partington,Love Partington,NA,NA,NA,NA,NA,England,NA,NA,NA,Trafford,GB,NA,NA,E08000009,MD,GB-LAE-TRF,Trafford Metropolitan Borough Council,Partnerships and Communities,VSG,Voluntary Sector Grants,NA,Yes,NA,2022-05-03T18:09:56Z,https://www.trafford.gov.uk/
